Sq_Ft,price
1095,38.33
1420,60
1303,44.17
1185,40.17
1140,49.27
1095,38.33
1280,57.6
1303,55.79
1133,38.41
1151,49
1267,54.35
1100,50
1185,40.17
1751,72
1306,44.17
1196,40.44
1128,40
1151,39
1375,54.99
1060,48
3900,195
1128,48.79
1170,50
1185,51.15
1255,53.87
1419,60.42
1693,71.38
1196,40.54
1196,40.54
1133,38.37
1140,48.7
1140,38.65
1140,38.55
1295,55.47
1133,40
1110,52
1185,51.15
1295,43.9
1279,53.76
1196,40.54
1240,40.54
1240,42.04
1530,64
1587,73.8
1295,55.47
1450,67
945,45
1303,55.78
1419,48.1
1700,86
1270,62
1260,62
1196,40.54
1580,66.85
1050,37
1196,40.54
1206,40.7
1000,50
1485,63
1335,56
1255,42.54
1530,64.86
1140,44
6000,215
1140,39
510,22
1187,40.14
1320,73
1056,55
1060,52
1640,229
2390,415
2390,410
3516,540
1640,223
3526,558
1800,260
1640,241
1370,170
2409,360
1718,288
2386,334
1200,150
1160,163
1222,112
660,75
1440,170
2448,400
1440,185
1640,230
1800,250
3100,550
3526,598
1357,130
2300,369
1640,220
2500,350
2559,403
1763,262
1640,220
1800,240
2533,425
1268,127
2450,330
1640,262
1200,200
2367,375
2440,415
1640,251
1640,268
2367,340
1720,224
3600,510
1357,123
2400,408
2500,340
2390,372
2415,399
1718,275
1763,240
2367,320
2409,395
1314,225
1440,165
1640,245
3259,270
2000,85
2000,85
1170,68
1293,75
1293,80
1293,80
1750,100
1690,125
1263,93.32
2340,148
2340,129
1330,93
2340,129
1309,80
2340,145
2330,175
2340,160
1151,48.77
1251,47
1235,52.04
1610,111
540,30
1235,46.8
1215,51.26
2257,157
1251,47.4
1610,115
920,65
1215,45.5
1253,52.66
1295,95
1151,50.5
1235,49.3
2257,159
1295,95
1910,142
1215,46.1
1251,50
1610,115
1151,43.6
1251,53
845,45.82
1910,150
2040,114
1251,46
1151,46
1610,112
1610,115
1200,56.1
2787,220
1125,75
1151,42.5
2257,155
1500,100
1910,131
2770,290
1500,185
2770,460
6200,720
2770,315
630,70
3700,225
3500,150
1050,37
1040,50
1200,72
360,26
950,50.79
1200,66
1525,100
1200,80
1200,42
1100,68
1185,45.5
1170,46.8
1150,51
1200,48
1110,65
1200,78
600,43
1006,57
1200,76
700,33
1125,47
1000,62
1334,67
1200,46
1200,57.9
1360,45
1170,44
2200,130
1050,51.66
2316,125
1101,50
1150,40
1050,37.8
935,39
1200,68
540,35
960,35
1350,48.6
1185,42.66
1075,58
1385,48.48
1300,70
1230,53.51
1040,36.4
1200,90
1314,63
1065,44.95
1708,75
1199,48.5
1577,67
1253,57
583,26.9
1198,54
1555,75.17
1458,60
1179,55
1601,70
1708,76
470,21
3600,145
1357,59
1508,75
1256,65
1508,75
1508,77
1256,65
1685,110
4900,980
1550,160
800,85
1100,90
3600,400
2150,240
1352,135
2200,187
1233,100
1100,145
1835,175
2380,242
1050,67
955,53.55
1215,46.5
910,42
1215,49.86
1170,86
800,50
1490,88
1170,86
1200,145
1525,68.63
3500,500
1230,43.48
1394,52
3761,660
2780,480
2720,485
3761,650
3850,650
3500,700
7500,1500
1500,95
1100,56
1219,48
1100,75
1655,115
1150,54
1270,69.85
960,56
1048,50
1160,55
1200,75
2500,200
1914,179
1500,125
1100,55
1914,149
1000,60
1175,49
1370,90
1100,55
1100,75
1180,72
1200,60
1032,45
1200,46
1270,96
1201,80
1200,54
1291,72.3
1339,55
1686,77
799,38
799,35
1200,125
1030,80
1200,61
1000,70
1100,98
1150,72.2
1800,180
3300,250
1900,180
1575,90
960,55
1050,59
1150,70
1500,150
1180,80
2795,235
2250,180
1185,38
1455,45
2121,253
2289,260
2500,325
2145,270
1200,128
2663,338
2250,148
1600,75
1242.5,43.49
913,32
1128,60
1185,47
649.5,17.535
1020,35
1195,42
1240,44
950,32.5
1285,68
925,25
3190,160
1215,40
1200,78
1000,30
1157,40
2238,140
2020,85
2885,185
1240,44.3
625,19
2585.5,139.5
940,25.38
2100,125
913,36
1404,53.35
1830,88
1364,56
1124,30.35
1044,32
650,19.87
1175,42
1240,43.1
1032,42
1044,34
1200,76.13
1200,62
900,27.98
1205,29
850,32
1175,41.68
920,33
1150,41
1200,42.6
1333,50
1044,36
950,35
2172,100
633,17.09
1451,87
2400,140
1525,68
1095,45
1425,57
2497,140
1787,98.29
1787,125
1000,67
1346,74.03
1195,70
1550,100
2100,125
1691,113
1278,95
2238,140
1800,110
1984,146
1128,59
1700,110
1157,75
1282,72
4111,310
3900,300
1050,62
1700,135
1691,119
1846,140
1200,95
1819,100
1845,110
1233,77.65
1680,112
1255,92
1311,78
1157,75
1145,75
1300,70
2180,170
1750,110
1200,70
2600,200
5965,385
685,40
1241,82
835,46.95
1280,76
1263,78
1691,98
1308,83
1592,91
1150,77
1965,120
2275,180
1418,78
1200,93
1115,60
1525,87
1346,71.32
715,29
1230,94.5
1750,99
1145,62
1500,88
1846,145
1067,60
1700,95
1230,65
3785,280
2556,169
1278,90
1305,99
1755,122
1700,93.5
1060,55
1455,98
1850,140
950,39.9
1826,130
1660,116
1700,108
1539,85
1489,82
1200,75
3044,183
1877,150
1229,70
1342,70
1711,110
1050,63.5
1350,102
2990,240
1457,85
1685,135
1200,70
984,55
1320,100
1984,145
1550,89
1691,113
2070,160
1435,90
1262,67
1693,125
1826,125
1660,116
1830,119
1059,68
1157,74
1700,118
1691,120
1308,75
1580,125
1763.25,98
1826,130
1550,98
1819,100
984,59
1489,88
702,52
1242,75
2275,185
2100,135
1700,93.5
1862,110
2275,175
1787,116
1691,93.01
1028,56
1181,65
1691,100
1026,60.55
1350,85
1157,72
1019,62
3418,235
691,31.1
1881,145
2275,182
1881,145
2880,211
675,27
1346,74.03
1691,119
1335,95
1680,126
1222,68
3420,225
1510,110
1242,78
1129,69
1850,140
1157,75
2425,175
1323,74
2289,178
2100,130
702,35.8
1800,128
2275,187
1026,60.8
1216,70
1112,62
1157,69
1026,60.8
1600,120
1346,74.03
475,26
1660,116
1346,69.61
2089,148
1612,98.38
1290,88
1371,86
2140,139
1044,55
1691,119
2206,180
1309,69.5
1691,100
1367,80
1984,148
1346,74.03
1112,58
1340,75
3500,275
1132,70
2425,195
1929,115
2425,173
1636,97
1936,139
1275,76
1182,64
1330,48
1329,45.95
829,22.8
2400,85
1033,28.41
1676,52
1800,90
1308,37
1073,31.77
1330,49
1090,37
1126,36
740,23.65
1555,52
500,24
1504,100
1504,102
5500,600
4104,360
4041,345
1840,155
1533,150
1804,150
1720,83
1684,86
1296,75
794,60
1143,65
1665,110
1512,80
1332,101
1600,90
1231,66
3000,260
3800,580
3000,270
3000,275
1163,98.86
1760,145
3900,300
1163,98.86
1342,115
1760,160
1760,142
2400,195
1760,185
1162,98.77
901,35.14
800,50
1118,37.5
1200,62
1155,72
1830,82
4000,235
1096,41
920,27
1553,68
1639,120
3000,235
1134,45
1683,80
1176,50
3000,240
1515,88
1166,53
1100,55
1350,68
1500,90
1360,73
1217,164
2650,150
1200,53
700,35
1400,70
1475,78
1700,75
3060,350
925,100
1630,200
1450,230
1600,180
3290,460
1280,87
1602,165
1602,170
3000,240
1130,74
1130,75
2250,180
1500,115
2072,108
925,48
2710,142
660,35
8000,550
1121,43.72
1442,56.24
1555,67
1532,59.75
1025,39.98
1350,45
1255,60
850,55
1554,130
2200,110
3820,306
703,49.5
1460,90
1226,60
2040,59
1176,45
1080,38
14000,800
1275,105
1150,90
5480,400
900,27
900,52.3
750,20
900,25
1200,50
1300,58
1435,60
1250,54
1084,50
1550,70
1480,75
825,35
985,45
970,45
1030,55
1100,52
1300,65
1010,40
1375,58
1120,60
1510,75
1179,56
1416,67
1476,73
1139.7,45
1465,60
1653,85
1500,115
1050,110
1255,67
1448,68
1178,73
1260,60
1033,48
1329,70
2372,140
1185,70
2400,140
1650,95
1186,72
825,33
1020,41
1126,39
825,32
1360,45
1350,47
2150,85
896,43.75
1120,43
1100,44
1011,50.53
614.5,30.715
1484,74.18
1610,80.48
1415,65
1268,58
1268,56
605,30.24
1484,75
960,32
3200,270
1195,42.4
1050,49.5
1080,149
2750,943
1180,78.34
900,55
900,45
1200,75.6
1230,55
2736,130
1485,156
1200,100
824,60
4000,630
1455,55
1400,53
900,55
929,50.17
1200,52
975,58
1277,55
985,58
1245,68
1313,73
1313,66.5
1255,79
1330,72
929,48
950,55
929,56
1260,76
960,55
1260,73
1278,70
929,49
1260,75
1000,45
929,51
1880,110
1425,55
1400,56
1100,45
900,45
1765,80
1009,65
5000,325
1070,49
2000,80
1200,68
600,24
1753,120
1750,120
1569,70
1559,62
1563,63
1500,240
1200,130
1230,75
1475,98
1200,60
1240,60
1500,100
1200,65
1200,70
900,55
4800,302
1000,64
900,55
1200,66
900,55
900,55
1200,65
1500,75
1000,70
1100,65
1800,80
1200,70
1350,55
900,55
900,55
1082,64
1152,55
1580,100
1030,61
1340,77
1868,131
2038.5,120
2106,126
1868,121
2106,126
1868,135
1856,135
1868,120
1804,115
1856,135
2254,153
2106,148
1856,135
2273,159
2099,147
1100,50
1100,49.49
1575,80
2273,145
1175,62
1804,127
1062,42.48
2038.5,122
1800,84
2265,159
2099,134
950,60
930,55
1500,70
1504,67
2700,90
3000,240
1425,75
1550,59
1410,54
1410,54
720,28
1200,54
1200,54
1296,80
2144,145
1296,83
2144,135
1093,70
1265,79
1651,97.38
1265,85
1564,101
1847,123
1697,114
3500,160
1573,95
1917,122
693,34.3
1098,68
760,50.3
2002,112
1697,115
1380,62.1
923,60.84
923,45.69
1296,72
1698,102
1411,93.04
1996,135
1801,115
1265,82
1917,113
662,42
1948,130
1098,74
1564,104
2127,135
1276,75
693,34.3
2259,135
1265,78
934,55
1056,68
1595,110
1411,93.15
1093,68.1
1093,72
1698,107
1564,105
1265,83
784,35.285
965,56
1546,95
777,38.535
1697,110
1492,88
2072,122
1880,120
760,50
933,58
1917,110
1996,123
1183,77.25
1491,88
662,29
1564,100
662,45
1573,98
1262,83
1056,65
1702,115
1343,75
1935,122
933,55
1183,77.3
662,38
1265,72
1595,105
580,27.5
2087,139
1098,71
1411,93.25
1732,112
933,61
1702,107
747,34.355
2030,125
1948,129
1573,90
1056,70
1595,96
1245,83.05
1261,80
1884,117
965,54
1930,122
777,38.46
1930,120
760,50.4
663,32.82
1801,115
3671,220
1305,90
1965,125
1573,100
1917,130
2357,151
2872,183
3144,455
4110,590
4209,602
1297,103
1418,95
1418,103
1418,101
1418,104
3122,225
1418,103
2072,159
1418,106
1418,104
1418,105
1418,104
1418,106
2072,155
1830,135
1418,105
2072,160
2072,160
2072,155
2072,153
2072,157
1418,105
3362,249
4190,325
1400,105
1297,98
650,30
1378,42.33
1100,39.5
1161,36.69
1161,36.69
1100,70
1602,56
1250,59
3800,239
1200,78
1128,75
1185,65
975,55
1330,75
1085,70
1216,80
1200,79
1200,80
1200,79.55
2625,175
975,50
1584,101
800,100
2000,145
1270,95.25
1040,68
1998,117
1500,87
7500,400
1357,65
1500,87
1370.07,65
1165,59.8
1050,55
1100,55
1255,56.7
1260,55
1500,95
1779,112
1586,100
1098,72
1354,90
1240,84
1239,82
1246,82
1500,100
1416,94
1027,60
1027,68.62
1459,95
992,60
1066,52.5
1240,79
1441,95
1240,83
1027,67
1354,85.86
1936,54.21
1270,35.56
1000,75
1630,68.29
1440,60.33
1440,63.93
2400,75
2135,215
1275,120
1200,60
1180,100
1340,90
1500,125
2000,185
1255,120
1685,185
2135,170
1160,130
1300,67
1050,70
1440,62
1143,45
1020,45
1286,63
1101,45
1175,47
1390,62.55
1330,56
1008,45
1390,60.47
1617,66.68
1150,49
1330,56
1200,44
882,30
993,39.71
1045,45
850,37.93
1345,57
1089,43.55
1279,48
1425,64
1155,40.42
1050,42
1300,55
1250,55
1200,50
1085,43
1175,47
1175,47
1215,52.85
1325,53
1300,60
850,35
1360,61.2
1134,45.36
1320,55.44
1390,61.16
1090,45
1050,42
1123,48
1329,56
938,35
1100,45
1125,47
1390,62.55
1180,41.3
1160,45
1280,60
1190,53.55
1330,57
1560,74
1125,48
1320,55.44
1160,40.6
1065,42.59
1075,46.76
1155,40.6
1215,52.85
1180,41.3
1002,40.08
1002,40.08
1075,40
1155,40.43
1025,35.88
1125,47.65
1300,55
1025,35.88
980,45
1125,47
1175,47
1525,62.82
1213,48
900,35
1065,42.6
1125,47
1270,55.25
1270,55.25
1107,45
1200,55
1500,68
1120,50
1150,46
1330,58
1050,42
1125,48
1345,57
1345,57
1037,36
1000,39.5
1125,45
1308,53
1160,40.58
1000,35
1330,57
1125,47
1165,42.09
1260,55
1284,53.36
1150,45.99
1290,56.12
1328,56
1040,36.4
1290,56.12
1075,46.76
1345,57
1133,55
2108,85
1000,44
1750,85
2500,120
2300,200
4800,420
4800,420
551,30
1254,70
1432,79
2000,103
2000,99
1334,62
1280,55
1088,43.5
7000,560
1160,44
1385,80
1535,65.99
1024,42
1125,40
1112,40
1055,45.35
1280,65
977,36
1250,71
1200,67.75
1111,41.88
1140,55.5
1012,59
1140,39.9
1090,48
1450,71
1210,60
1070,46
1360,85
965,34
1120,44.24
1395,79
1085,45
1250,47
1200,68.38
1155,60
1035,60
1155,39
1180,55
1738,57.35
1045,40.65
1155,39
1615,69.43
1210,64.15
1105,38
1560,90
1760,85
1210,54
1112,40
1665,71.58
900,27
1277,59
1247,58
1050,42.7
1255,52.76
1033,32
1140,49.11
850,25.4
1330,64
3025,500
2328,528
2295,650
1500,95
1600,76
900,44
1022,40
1135,39.73
995,34.82
995,34.82
1037,36.28
978,34.22
1037,36.28
3000,264
950,45
1250,55
595,42
596,42
3080,285
5720,350
2700,260
1545,85
2020,270
1603,125
1650,165
1300,129
850,72
1276,146
1115,115
1440,95
1062,38
1200,55
1060,55
1100,54
1440,70
1100,54
1000,35
1120,70
945,40
1100,54
1200,65
1200,52
1050,50
1188,50
1100,75
1100,72
2400,135
1100,41
1200,60.5
1200,42
1200,55
1100,47
1110,58
1000,35
2400,150
1374,70
1605,85
1200,68
1700,68.5
4000,460
1704,110
1933,129
1450,100
1580,134
1826,121
1739,116
1490,100
1180,65
606,34.78
1352,68
1527,115
989,60
1520,103
1749,117
1046,75
606,40
1200,62
1760,140
2047,136
1200,75
1178,82
864,45
920,60
1019,58
2400,125
1180,86
1046,49.06
2400,230
492,40
1290,71.95
1275,47
705,36.5
1758,95
1340,65
1200,52
1145,51
1196,56.81
1110,52
1215,49.75
1075,55
750,30
2000,75
2100,92
2000,90
2159,110
2159,120
2200,115
2159,120
820,30
770,30
910,36
890,37
946,38
1200,80
1100,49
1000,45
1404,71
1246,67
1404,69.3
1246,67.3
1246,64.5
1246,64.5
1246,68
1238,67
1404,75
1246,65
1238,67
1246,67.4
1259,67.4
1404,68.8
1246,62.3
1246,63
1246,67.4
1246,65.4
1238,67.32
1246,67.4
1246,67.3
1404,70
1259,67.48
1404,75
1246,67
1404,72
1246,67.5
1246,67.5
1404,70
1246,65
1246,67.4
3000,130
1600,160
1070,33
1070,33.15
1067,33.99
1070,32.99
1070,33.43
1095,39
1610,81
1459,94.82
1280,75
1910,161
3252,230
11890,700
1150,70
1768,101
4144,315
4104,360
1790,100
1720,100
1640,91
2280,126
1897,130
2225,125
2268,163
2400,200
1360,95
1697,94.79
5000,400
3000,250
1700,115
2842,162
1500,130
1280,75
1405,78
2225,115
1272,95.05
1192,71
1626,89
1585,88
1280,85
1200,68.5
4000,330
1697,108
3606,312
1485,90
950,50
825,45
1635,85
1216,79
920,63
1170,71
1118,75
1800,110
1562,103
2321,128
1320,95
3010,200
1346,96.17
2500,155
905,55
2268,146
630.5,32.79
3537,210
1697,115
3250,290
1269,75
3227,250
1545,79
3262,260
1132,79.28
2830,160
1195,70
3480,284
709,34.385
1320,79.5
750,52.7
1200,61.96
3445,270
1700,140
4827,400
1405,84.5
3252,280
1150,90
2400,147
624,35
1700,95
4960,400
2928,198
1216,84
2882,204
1840,140
1778,122
650,25
2155,125
1216,75
1255,77
1216,73
709,34.735
1745,100
3200,224
825,44.9
1870,138
1862,125
1655,113
530,29.44
905,50
1600,82
630.5,32.15
905,52
1216,83
1216,75
750,51
1173,77
1200,68.4
3425,250
2173,128
905,62
1870,138
1320,99.26
2901,190
1485,96.51
1755,101
2225,149
1250,82
605,40
2210,156
1173,78.2
1740,130
1216,75
1655,120
1180,70
2023,130
2134,118
905,60
1452,90
2850,240
2830,190
1295,78.5
840,57.6
640,19.83
1991,104
1655,97
1850,150
1200,67.77
1290,90
1216,75
1356,94.84
1338,103
3450,208
1267,90.33
2400,143
1836,125
3596,200
1275,65
1216,82
1495,88
1564,103
1585,84
1558,90
1216,75
1704,120
1300,78
1570,88
1216,84.03
1216,72.5
2025,115
1346,100
2990,198
1720,98.97
1600,95
1655,108
1740,95
1350,88
1216,80
2900,225
1340,101
1500,78.57
1626,85
1100,65
1270,65
3117,261
1216,73
3150,290
2956,234
2247,145
3940,265
1180,77
2140,139
1314,84
1431,85
524,29
2830,161
2135,149
3075,188
1760,160
1655,110
840,57
1725,106
516,39
6000,410
1639,107
1820,113
3565,218
3410,253
4500,330
1250,85
1277,77
1820,140
3453,247
2280,125
2882,200
1639.5,92.63
1190,70
1270,94
1220,89
3758,300
1216,72
5400,475
1396,74
1615,96.9
1200,70
1216,75
2321,157
1224,75
1655,113
4144,331
1200,67.75
2444,145
1270,110
1660,110
1270,105
1173,78.2
1362,85
1457,105
1720,128
1564,103
1639,107
1760,139
613,48
1730,125
877,59
1300,58
1125,75
735,75
1655,155
1680,135
1015,40.1
1464,105
2400,150
1700,130
1080,55
1400,78
1330,73.5
800,30
1100,60
1365,72
1103,55
1000,50
1326,78
1705,95
1234,80
1315,85
1170,62.5
697,45
2195,127
1614,95
628,24
654,38.4
1825,105
1603,96
1304,79
1517,76.3
1327,85
1566,97
1270,78
1400,80.54
1322,86
1100,70
1200,70
4000,220
2675,140
654,37
1465,80.01
1692,83
2145,125
1322,75
602,26
1100,60
1614,100
1890,108
1556,86
1610,85
1859,108
1322,80
2600,175
1305,78
1711,85.61
1315,75
3600,200
1614,95
1650,105
3990,260
1620,90
654,36.25
1614,93
694,30.84
1115,60
2317,140
1653,93
654,38
1445,82
602,38
697,35
682,36.23
1560,98
1780,107
1342,75
1823,103
1792,104
1304,69.97
1300,69.23
1705,91
1835,108
1847,92
1890,109
700,38
1491,85
2088,110
1600,100
1705,85
1350,85
1633,110
827.5,42.535
1355,75
1104,58
1175,67.77
1322,77.9
602,33
1315,77
567,25
602,30
1234,80
1267,78
1360,78.19
650,33
500,20
440,16.5
960,18
1610,92
1700,90
650,20
350,13.5
1385,65
500,24
650,17
450,16
960,50
1209,65
1400,80
450,15
500,18
1420,75
2200,180
488,20
1100,58
860,31
1000,44
650,18
1740,150
1290,70
1240,47.12
1200,46.17
1260,47.88
1175,50
1650,68
1200,45.6
1200,46.17
1160,44.08
1355,95
12000,1900
11000,2000
8400,1675
10000,1950
1693,108
667,36.85
1950,130
665,36.85
671,36.85
1277.5,95.815
668,36.85
1185,75.84
1313,96
1400,100
673,36.85
717,49.475
3600,220
605,41.745
669,36.85
670,36.85
1240,80
1713,110
1144,67
1362,100
666,36.8
1855,140
1165,85
1825,145
994,54.67
650,40
1855,140
1500,100
674,36.85
672,36.85
1692,108
2500,185
1855,135
3800,390
2900,325
1780,84.83
880,48
1000,55
1400,78
